SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,16826 41st St E,Lake Tapps,WA,98391,695000,3,2.0,Lake Tapps,1764,55321,1978,1,394,43,Active,,,https://www.redfin.com/WA/Lake-Tapps/16826-41st-St-E-98391/home/2696088,NWMLS as Distributed by MLS Grid,2456818,N,Y,47.2198134,-122.2043639
MLS Listing,,Single Family Residential,2811 SW 350th,Federal Way,WA,98023,695000,6,2.5,Federal Way,2580,7208,1990,1,269,,Active,,,https://www.redfin.com/WA/Federal-Way/2811-SW-350th-Pl-98023/home/354532,NWMLS as Distributed by MLS Grid,2457128,N,Y,47.2877338,-122.3701164
MLS Listing,,Single Family Residential,4909 S Mullen St,Tacoma,WA,98409,519000,3,2.5,Manitou,1597,4792,2000,1,325,,Active,November-23-2025 01:00 PM,November-23-2025 03:00 PM,https://www.redfin.com/WA/Tacoma/4909-S-Mullen-St-98409/home/2996735,NWMLS as Distributed by MLS Grid,2456163,N,Y,47.2124948,-122.5005468
MLS Listing,,Mobile/Manufactured Home,10022 191st St E,Puyallup,WA,98375,344950,2,1.0,Puyallup,,5400,2016,1,,125,Active,,,https://www.redfin.com/WA/Puyallup/10022-191st-St-E-98375/home/2979898,NWMLS as Distributed by MLS Grid,2456815,N,Y,47.0827236,-122.295177
MLS Listing,,Single Family Residential,10415 Whitman Ave SW,Lakewood,WA,98499,548500,3,2.5,Lakewood,2024,5019,2000,2,271,33,Active,,,https://www.redfin.com/WA/Lakewood/10415-Whitman-Ave-SW-98499/home/2815371,NWMLS as Distributed by MLS Grid,2457097,N,Y,47.1625522,-122.5221582
MLS Listing,,Mobile/Manufactured Home,2500 Alder St #16,Milton,WA,98354,142500,2,2.0,Milton,1248,,1978,2,114,,Active,,,https://www.redfin.com/WA/Milton/2500-Alder-St-98354/unit-16/home/22056226,NWMLS as Distributed by MLS Grid,2455496,N,Y,47.2590326,-122.301921
MLS Listing,,Single Family Residential,10509 202nd Ave E,Bonney Lake,WA,98391,500000,3,2.0,Ponderosa,1611,8250,1993,2,310,10,Active,,,https://www.redfin.com/WA/Bonney-Lake/10509-202nd-Ave-E-98391/home/2948505,NWMLS as Distributed by MLS Grid,2457090,N,Y,47.1603888,-122.1598252
MLS Listing,,Single Family Residential,6601 -6605 E B St,Tacoma,WA,98404,837560,4,3.0,East Tacoma,1480,21320,2019,2,566,,Active,,,https://www.redfin.com/WA/Tacoma/6605-E-B-St-98404/home/2921545,NWMLS as Distributed by MLS Grid,2457093,N,Y,47.1970516,-122.4283675
MLS Listing,,Single Family Residential,1315 S L St,Tacoma,WA,98405,675000,5,3.0,Hilltop,2804,4874,1921,2,241,,Active,,,https://www.redfin.com/WA/Tacoma/1315-S-L-St-98405/home/2708657,NWMLS as Distributed by MLS Grid,2457091,N,Y,47.2492415,-122.4522278
MLS Listing,,Single Family Residential,5123 105th Avenue Ct NW,Gig Harbor,WA,98335,1998000,4,3.5,Kopachuck,4807,46861,2007,2,416,33,Active,,,https://www.redfin.com/WA/Gig-Harbor/5123-105th-Avenue-Ct-NW-98335/home/12408430,NWMLS as Distributed by MLS Grid,2455539,N,Y,47.3034935,-122.679732
MLS Listing,,Single Family Residential,19432 116th St E,Bonney Lake,WA,98391,999950,4,3.0,Bonney Lake,3006,6395,2026,2,333,80,Active,,,https://www.redfin.com/WA/Bonney-Lake/19432-116th-St-E-98391/home/199249215,NWMLS as Distributed by MLS Grid,2457059,N,Y,47.1506388,-122.1702647
MLS Listing,,Single Family Residential,1307 S 80th St,Tacoma,WA,98408,375000,2,1.0,Tacoma,624,112,1934,2,601,,Active,,,https://www.redfin.com/WA/Tacoma/1307-S-80th-St-98408/home/2943186,NWMLS as Distributed by MLS Grid,2455852,N,Y,47.1848416,-122.4517074
MLS Listing,,Single Family Residential,3002 S 7th St,Tacoma,WA,98405,409950,1,1.0,Ups,1036,3250,1939,2,396,,Active,November-23-2025 10:00 AM,November-23-2025 12:00 PM,https://www.redfin.com/WA/Tacoma/3002-S-7th-St-98405/home/2771830,NWMLS as Distributed by MLS Grid,2457046,N,Y,47.2542074,-122.4750607
MLS Listing,,Mobile/Manufactured Home,4705 354th St E,Eatonville,WA,98328,495000,3,2.0,Eatonville,1296,104544,1998,2,382,,Active,,,https://www.redfin.com/WA/Eatonville/4705-354th-St-E-98328/home/2980200,NWMLS as Distributed by MLS Grid,2457075,N,Y,46.9352966,-122.3662421
MLS Listing,,Single Family Residential,4720 S Puget Sound Ave,Tacoma,WA,98409,409000,3,1.0,Steilacoom,1072,6500,1950,2,382,,Active,,,https://www.redfin.com/WA/Tacoma/4720-S-Puget-Sound-Ave-98409/home/2750772,NWMLS as Distributed by MLS Grid,2456951,N,Y,47.214189,-122.482278
MLS Listing,,Single Family Residential,1008 127th Street Ct E,Tacoma,WA,98445,424990,3,2.5,Parkland,1364,6734,2001,2,312,,Active,,,https://www.redfin.com/WA/Tacoma/1008-127th-Street-Ct-E-98445/home/2998811,NWMLS as Distributed by MLS Grid,2456742,N,Y,47.1411269,-122.4168283
MLS Listing,,Single Family Residential,506 S 107th St,Tacoma,WA,98444,249950,1,1.0,Tacoma,540,2272,1941,2,463,29,Active,,,https://www.redfin.com/WA/Tacoma/506-107th-St-S-98444/home/181823653,NWMLS as Distributed by MLS Grid,2456826,N,Y,47.159758,-122.4383473
MLS Listing,,Townhouse,2753 Diamond Loop Unit 9B,Milton,WA,98354,479999,2,2.5,Milton,1379,4705,2001,2,348,368,Active,November-23-2025 10:00 AM,November-23-2025 12:00 PM,https://www.redfin.com/WA/Milton/2753-Diamond-Loop-98354/unit-9B/home/3002353,NWMLS as Distributed by MLS Grid,2456432,N,Y,47.2533564,-122.298016
MLS Listing,,Single Family Residential,214 Cedar St E,Roy,WA,98580,430000,3,2.0,Bethel,1357,8192,2007,2,317,,Active,,,https://www.redfin.com/WA/Roy/214-Cedar-ST-E-98580/home/191513923,NWMLS as Distributed by MLS Grid,2456022,N,Y,47.005674,-122.539968
MLS Listing,,Single Family Residential,1519 N Alder St,Tacoma,WA,98406,850000,4,3.0,North Tacoma,2222,4000,1916,2,383,,Active,November-23-2025 10:00 AM,November-23-2025 12:00 PM,https://www.redfin.com/WA/Tacoma/1519-N-Alder-St-98406/home/2726797,NWMLS as Distributed by MLS Grid,2456928,N,Y,47.2644198,-122.4775291
MLS Listing,,Single Family Residential,5314 N 39th St,Tacoma,WA,98407,499950,3,1.5,North Tacoma,1680,6534,1964,2,298,,Active,,,https://www.redfin.com/WA/Tacoma/5314-N-39th-St-98407/home/2495018,NWMLS as Distributed by MLS Grid,2456174,N,Y,47.2842098,-122.5081341
MLS Listing,,Condo/Co-op,5002 S 30th St Unit B3,Tacoma,WA,98049,300000,2,1.5,Fircrest,1034,1698,2004,2,290,240,Active,,,https://www.redfin.com/WA/Tacoma/5002-S-30th-St-98409/unit-B3/home/3043085,NWMLS as Distributed by MLS Grid,2457007,N,Y,47.233043,-122.504776
MLS Listing,,Single Family Residential,4408 88th Ave NW,Gig Harbor,WA,98335,720000,3,2.5,Artondale,1886,49500,1974,2,382,,Active,November-23-2025 01:00 PM,November-23-2025 03:00 PM,https://www.redfin.com/WA/Gig-Harbor/4408-88th-Ave-NW-98335/home/2380924,NWMLS as Distributed by MLS Grid,2456653,N,Y,47.2974795,-122.6567517
MLS Listing,,Single Family Residential,7306 139th Street Ct E,Puyallup,WA,98373,599950,4,2.5,Puyallup,2020,14595,1985,2,297,,Active,,,https://www.redfin.com/WA/Puyallup/7306-139th-Street-Ct-E-98373/home/2796137,NWMLS as Distributed by MLS Grid,2456513,N,Y,47.1295195,-122.3314467
MLS Listing,,Single Family Residential,507 Cope St SW,Orting,WA,98360,675000,4,2.5,Orting,2978,7260,2021,2,227,25,Active,,,https://www.redfin.com/WA/Orting/507-Cope-St-SW-98360/home/174538836,NWMLS as Distributed by MLS Grid,2456201,N,Y,47.0863652,-122.2039275
MLS Listing,,Mobile/Manufactured Home,10718 62nd Street Ct E,Puyallup,WA,98372,175000,3,2.0,Puyallup Valley,1740,,1991,2,101,,Active,,,https://www.redfin.com/WA/Puyallup/10718-62nd-Street-Ct-E-98372/home/199248139,NWMLS as Distributed by MLS Grid,2456774,N,Y,47.200941,-122.2869413
MLS Listing,,Mobile/Manufactured Home,3702 Hunt St NW #23,Gig Harbor,WA,98335,140000,2,1.0,Gig Harbor,752,,1969,2,186,,Active,,,https://www.redfin.com/WA/Gig-Harbor/3702-Hunt-St-98335/unit-23/home/3013088,NWMLS as Distributed by MLS Grid,2456414,N,Y,47.315253,-122.588311
MLS Listing,,Single Family Residential,20532 165th St E,Bonney Lake,WA,98391,937995,5,3.0,Tehaleh,3115,6566,2026,2,301,88,Active,,,https://www.redfin.com/WA/Bonney-Lake/20532-165th-ST-E-98391/home/199247842,NWMLS as Distributed by MLS Grid,2456997,N,Y,47.1094970703125,-122.15648651123047
MLS Listing,,Single Family Residential,20524 165th St E,Bonney Lake,WA,98391,1023995,4,5.0,Tehaleh,4016,6906,2026,2,255,88,Active,,,https://www.redfin.com/WA/Bonney-Lake/20524-165th-ST-E-98391/home/199247840,NWMLS as Distributed by MLS Grid,2456987,N,Y,47.109092712402344,-122.15689086914062
MLS Listing,,Condo/Co-op,4961 Main St #107,Tacoma,WA,98407,949950,2,2.0,North Tacoma,1289,,2018,2,737,720,Active,,,https://www.redfin.com/WA/Tacoma/4961-Main-St-98407/unit-107/home/160392736,NWMLS as Distributed by MLS Grid,2456860,N,Y,47.297385,-122.5017711
MLS Listing,,Single Family Residential,1609 200th Street Ct E,Spanaway,WA,98387,510000,4,2.5,Spanaway,2175,4254,2000,2,234,,Active,,,https://www.redfin.com/WA/Spanaway/1609-200th-Street-Ct-E-98387/home/2998707,NWMLS as Distributed by MLS Grid,2456903,N,Y,47.075169,-122.40779
MLS Listing,,Single Family Residential,6422 144th St NW,Gig Harbor,WA,98332,550000,3,2.0,Purdy,2640,27443,1948,2,208,,Active,,,https://www.redfin.com/WA/Gig-Harbor/6422-144th-St-NW-98332/home/2408301,NWMLS as Distributed by MLS Grid,2456588,N,Y,47.3888261,-122.6244697
MLS Listing,,Single Family Residential,625 173rd St S,Spanaway,WA,98387,614999,3,2.0,Lake Park,2164,10500,1942,2,284,,Active,,,https://www.redfin.com/WA/Spanaway/625-173rd-St-S-98387/home/2887382,NWMLS as Distributed by MLS Grid,2457004,N,Y,47.1006168,-122.4413363
MLS Listing,,Single Family Residential,13807 63rd Ave E,Puyallup,WA,98373,600000,3,2.5,Puyallup,2225,5814,2016,2,270,41,Active,,,https://www.redfin.com/WA/Puyallup/13807-63rd-Ave-E-98373/home/69366329,NWMLS as Distributed by MLS Grid,2456654,N,Y,47.131182,-122.3440287
MLS Listing,,Single Family Residential,9506 150th Street Ct E,Puyallup,WA,98375,549000,3,2.5,South Hill,2064,7093,2002,2,266,,Active,November-23-2025 12:00 PM,November-23-2025 03:00 PM,https://www.redfin.com/WA/Puyallup/9506-150th-Street-Ct-E-98375/home/3000738,NWMLS as Distributed by MLS Grid,2456773,N,Y,47.1197862,-122.3021523
MLS Listing,,Single Family Residential,709 S Cedar St,Tacoma,WA,98405,799950,5,2.5,Central Tacoma,2756,3000,1910,2,290,,Active,,,https://www.redfin.com/WA/Tacoma/709-S-Cedar-St-98405/home/2771817,NWMLS as Distributed by MLS Grid,2456686,N,Y,47.2540172,-122.4760378
MLS Listing,,Single Family Residential,9303 129th Street Ct NW,Gig Harbor,WA,98329,995950,3,2.0,Key Peninsula,1611,19166,2025,2,618,,Active,,,https://www.redfin.com/WA/Gig-Harbor/9303-129th-Street-Ct-NW-98329/home/22778131,NWMLS as Distributed by MLS Grid,2456665,N,Y,47.376285,-122.6624935
MLS Listing,,Single Family Residential,7205 Perry Ave SE,Auburn,WA,98092,774950,4,3.0,Lakeland,2858,5122,2007,2,271,130,Active,,,https://www.redfin.com/WA/Auburn/7205-Perry-Ave-SE-98092/home/12245378,NWMLS as Distributed by MLS Grid,2456647,N,Y,47.242003,-122.207059
MLS Listing,,Single Family Residential,1901 S 18th St,Tacoma,WA,98405,460000,3,2.0,Central Tacoma,1152,12562,1948,2,399,,Active,,,https://www.redfin.com/WA/Tacoma/1901-S-18th-St-98405/home/2922696,NWMLS as Distributed by MLS Grid,2456614,N,Y,47.2441858,-122.461375
MLS Listing,,Single Family Residential,602 Louviers Ave,Dupont,WA,98327,439000,3,1.0,Dupont,1186,7403,1912,2,370,,Active,,,https://www.redfin.com/WA/DuPont/602-Louviers-Ave-98327/home/2785882,NWMLS as Distributed by MLS Grid,2456906,N,Y,47.0979761,-122.6322714
MLS Listing,,Mobile/Manufactured Home,10018 Selma Cir,Anderson Island,WA,98303,300000,2,2.0,Anderson Island,1109,8750,2000,2,271,97,Active,,,https://www.redfin.com/WA/Anderson-Island/10018-Selma-Cir-98303/home/3029025,NWMLS as Distributed by MLS Grid,2456492,N,Y,47.1660279,-122.6825229
MLS Listing,,Single Family Residential,11117 Minterwood Dr NW,Gig Harbor,WA,98329,640000,3,2.0,Minter,2048,16875,1997,2,313,27,Active,,,https://www.redfin.com/WA/Gig-Harbor/11117-Minterwood-Dr-NW-98329/home/2883567,NWMLS as Distributed by MLS Grid,2456325,N,Y,47.3593887,-122.7309956
MLS Listing,,Single Family Residential,14528 203rd Ave E #846,Bonney Lake,WA,98391,874990,4,3.0,Tehaleh,2810,4639,2025,2,311,88,Active,November-23-2025 10:00 AM,November-23-2025 05:00 PM,https://www.redfin.com/WA/Bonney-Lake/14528-203rd-Ave-E-98391/unit-846/home/199245612,NWMLS as Distributed by MLS Grid,2456976,N,Y,47.123193,-122.1585201
MLS Listing,,Mobile/Manufactured Home,13405 Cedar Ct E,Bonney Lake,WA,98391,210000,3,1.5,Prairie Ridge,1152,12070,1974,2,182,16,Active,,,https://www.redfin.com/WA/Bonney-Lake/13405-Cedar-Ct-E-98391/home/2950039,NWMLS as Distributed by MLS Grid,2456881,N,Y,47.1346277,-122.138205
MLS Listing,,Single Family Residential,20402 11th Avenue Ct E,Spanaway,WA,98387,450000,4,2.5,Spanaway,1738,6871,2011,2,259,20,Active,,,https://www.redfin.com/WA/Spanaway/20402-11th-Avenue-Ct-E-98387/home/40281159,NWMLS as Distributed by MLS Grid,2456872,N,Y,47.0714946,-122.4154938
MLS Listing,,Vacant Land,2704 Soundview Dr W,University Place,WA,98466,525000,,,University Place,,11326,,2,,,Active,,,https://www.redfin.com/WA/University-Place/2704-Soundview-Dr-W-98466/home/22775256,NWMLS as Distributed by MLS Grid,2455138,N,Y,47.2352884,-122.5617506
MLS Listing,,Single Family Residential,403 E Wright Ave,Tacoma,WA,98404,325000,1,1.0,McKinley,558,9000,1927,2,582,,Active,,,https://www.redfin.com/WA/Tacoma/403-E-Wright-Ave-98404/home/2716143,NWMLS as Distributed by MLS Grid,2456868,N,Y,47.2321517,-122.4272231
MLS Listing,,Single Family Residential,11821 74th Ave East,Puyallup,WA,98373,499950,2,2.0,Puyallup,1680,19804,1972,2,298,,Active,November-23-2025 12:00 AM,November-23-2025 11:59 PM,https://www.redfin.com/WA/Puyallup/11821-74th-Ave-E-98373/home/2826477,NWMLS as Distributed by MLS Grid,2454889,N,Y,47.1486163,-122.330418
MLS Listing,,Single Family Residential,29621 Webster Rd E,Graham,WA,98338,615000,4,1.0,Graham,3344,509216,1970,2,184,,Active,,,https://www.redfin.com/WA/Graham/29621-Webster-Rd-E-98338/home/2641979,NWMLS as Distributed by MLS Grid,2444476,N,Y,46.986613,-122.315241
MLS Listing,,Single Family Residential,437 20th St NW,Puyallup,WA,98371,619900,4,2.5,Puyallup,2360,8000,2010,2,263,,Active,,,https://www.redfin.com/WA/Puyallup/437-20th-St-NW-98371/home/22766308,NWMLS as Distributed by MLS Grid,2456909,N,Y,47.1965744,-122.3221026
MLS Listing,,Single Family Residential,14120 State Route 165 E,Buckley,WA,98321,435000,2,1.5,Burnett,3474,7268,1913,2,125,,Active,,,https://www.redfin.com/WA/Buckley/14120-Washington-165-98321/home/175079528,NWMLS as Distributed by MLS Grid,2456901,N,Y,47.1291293,-122.0495336
MLS Listing,,Single Family Residential,931 York St,Buckley,WA,98321,659950,4,2.5,Buckley,2404,6720,2023,2,275,35,Active,,,https://www.redfin.com/WA/Buckley/931-York-St-98321/home/177861875,NWMLS as Distributed by MLS Grid,2456428,N,Y,47.1519905,-122.0308386
MLS Listing,,Vacant Land,5137 N 46th St,Tacoma,WA,98407,479000,,,North Tacoma,,5000,,2,,,Active,,,https://www.redfin.com/WA/Tacoma/5137-N-46th-St-98407/home/199243393,NWMLS as Distributed by MLS Grid,2456887,N,Y,47.290989,-122.5071257
MLS Listing,,Single Family Residential,8228 24th Street Ct W,Tacoma,WA,98466,1275000,6,4.0,University Place,5088,10000,1974,2,251,,Active,November-23-2025 01:00 PM,November-23-2025 03:00 PM,https://www.redfin.com/WA/Tacoma/8228-24th-Street-Ct-W-98466/home/2777031,NWMLS as Distributed by MLS Grid,2454162,N,Y,47.2372609,-122.5469929
MLS Listing,,Single Family Residential,605 Louviers Ave,Dupont,WA,98327,699500,5,3.0,Dupont,2850,8145,1962,2,245,,Active,,,https://www.redfin.com/WA/DuPont/605-Louviers-Ave-98327/home/2785834,NWMLS as Distributed by MLS Grid,2456604,N,Y,47.0984335,-122.6321284
MLS Listing,,Single Family Residential,5402 Yakima Ave,Tacoma,WA,98408,499000,4,2.5,South Tacoma,1696,5850,1976,2,294,,Active,,,https://www.redfin.com/WA/Tacoma/5402-Yakima-Ave-98408/home/2970421,NWMLS as Distributed by MLS Grid,2456512,N,Y,47.2080774,-122.4436237
MLS Listing,,Single Family Residential,7601 S C St,Tacoma,WA,98408,450000,3,1.0,Tacoma,1105,3500,1954,2,407,,Active,,,https://www.redfin.com/WA/Tacoma/7601-S-C-St-98408/home/2972167,NWMLS as Distributed by MLS Grid,2456419,N,Y,47.1880372,-122.4351609
MLS Listing,,Mobile/Manufactured Home,1821 75th St E #5,Tacoma,WA,98404,178950,2,2.0,Midland,1182,,1991,2,151,,Active,,,https://www.redfin.com/WA/Tacoma/1821-75th-St-E-98404/unit-5/home/3019945,NWMLS as Distributed by MLS Grid,2456757,N,Y,47.1889107,-122.4037413
MLS Listing,,Single Family Residential,602 8th St NW,Puyallup,WA,98371,560000,3,2.0,Downtown,1822,6840,1915,2,307,,Active,,,https://www.redfin.com/WA/Puyallup/602-8th-St-NW-98371/home/2922025,NWMLS as Distributed by MLS Grid,2456808,N,Y,47.1962186,-122.3040095
MLS Listing,,Single Family Residential,2908 Greenwood Ct S,Puyallup,WA,98374,440000,3,1.0,Shaw Road,987,7518,1975,2,446,,Active,,,https://www.redfin.com/WA/Puyallup/2908-Greenwood-Ct-S-98374/home/2800821,NWMLS as Distributed by MLS Grid,2456154,N,Y,47.1635895,-122.2603565
MLS Listing,,Single Family Residential,15362 200th Ave E,Bonney Lake,WA,98391,730000,5,3.0,Bonney Lake,3100,5903,2021,2,235,62,Active,November-29-2025 11:00 AM,November-29-2025 02:00 PM,https://www.redfin.com/WA/Bonney-Lake/15362-200th-Ave-E-98391/home/172331997,NWMLS as Distributed by MLS Grid,2456184,N,Y,47.1170548,-122.1634897
MLS Listing,,Single Family Residential,825 E 55TH,Tacoma,WA,98404,520000,3,2.5,Se Tacoma,1356,3000,2023,2,383,,Active,,,https://www.redfin.com/WA/Tacoma/825-E-55th-St-98404/home/22780133,NWMLS as Distributed by MLS Grid,2452662,N,Y,47.207437,-122.4194212
MLS Listing,,Single Family Residential,580 Eatonville Hwy W,Eatonville,WA,98328,595000,3,2.0,Eatonville,1915,15225,2016,2,311,,Active,November-23-2025 12:00 PM,November-23-2025 02:00 PM,https://www.redfin.com/WA/Eatonville/580-Eatonville-Hwy-W-98328/home/23106159,NWMLS as Distributed by MLS Grid,2456271,N,Y,46.8669184,-122.2744088
MLS Listing,,Single Family Residential,10707 8th Ave Ct S,Tacoma,WA,98444,531000,3,2.5,Parkland,1494,3625,2025,2,355,,Active,,,https://www.redfin.com/WA/Tacoma/10707-8th-Avenue-Ct-S-98444/home/2936442,NWMLS as Distributed by MLS Grid,2456398,N,Y,47.1597043,-122.4446249
MLS Listing,,Single Family Residential,1535 55th Ct SE,Auburn,WA,98092,635000,4,2.5,Lakeland,1990,7861,1995,2,319,32,Active,,,https://www.redfin.com/WA/Auburn/1535-55th-Ct-SE-98092/home/216766,NWMLS as Distributed by MLS Grid,2456119,N,Y,47.2591633,-122.2094429
MLS Listing,,Single Family Residential,9938 257th Street Ct E,Graham,WA,98338,795000,3,3.0,Graham,3700,13500,1998,2,215,,Active,November-23-2025 04:00 PM,November-23-2025 06:00 PM,https://www.redfin.com/WA/Graham/9938-257th-Street-Ct-E-98338/home/2768323,NWMLS as Distributed by MLS Grid,2456833,N,Y,47.0226392,-122.299246
MLS Listing,,Single Family Residential,3014 S Warner St,Tacoma,WA,98409,499000,3,2.5,South Tacoma,1577,5663,2003,3,316,,Active,,,https://www.redfin.com/WA/Tacoma/3014-S-Warner-St-98409/home/3028522,NWMLS as Distributed by MLS Grid,2456763,N,Y,47.2328831,-122.4803352
MLS Listing,,Single Family Residential,613 E 57th St,Tacoma,WA,98404,415000,4,2.0,Se Tacoma,1488,6250,1950,3,279,,Active,,,https://www.redfin.com/WA/Tacoma/613-E-57th-St-98404/home/2989869,NWMLS as Distributed by MLS Grid,2455992,N,Y,47.2057584,-122.4227429
MLS Listing,,Single Family Residential,15715 44th Avenue Ct E,Tacoma,WA,98446,549999,3,2.5,Brookdale,1540,20518,1996,3,357,,Active,November-23-2025 10:00 AM,November-23-2025 12:00 PM,https://www.redfin.com/WA/Tacoma/15715-44th-Avenue-Ct-E-98446/home/2867922,NWMLS as Distributed by MLS Grid,2456112,N,Y,47.112985,-122.3701748
MLS Listing,,Single Family Residential,15301 147th Ave E,Orting,WA,98360,1196000,4,3.0,High Cedars Gc,4447,15278,1996,3,269,42,Active,,,https://www.redfin.com/WA/Orting/15301-147th-Ave-E-98360/home/2926032,NWMLS as Distributed by MLS Grid,2455727,N,Y,47.1168803,-122.232456
MLS Listing,,Condo/Co-op,8113 Custer Rd SW Unit E-5,Lakewood,WA,98499,337500,2,2.0,Lakewood,1023,3502,2006,3,330,340,Active,,,https://www.redfin.com/WA/Lakewood/8113-Custer-Rd-SW-98499/unit-E5/home/3043032,NWMLS as Distributed by MLS Grid,2455684,N,Y,47.18355,-122.52268
MLS Listing,,Single Family Residential,1907 12th Ave,Milton,WA,98354,575000,3,2.0,Milton Heights,1453,13500,1958,3,396,,Active,,,https://www.redfin.com/WA/Milton/1907-12th-Ave-98354/home/2924043,NWMLS as Distributed by MLS Grid,2456579,N,Y,47.2433454,-122.3191275
MLS Listing,,Mobile/Manufactured Home,9208 147th Street Ct NW,Gig Harbor,WA,98329,399950,3,2.0,Gig Harbor,1056,8050,1976,3,379,,Active,November-23-2025 10:00 AM,November-23-2025 12:00 PM,https://www.redfin.com/WA/Gig-Harbor/9208-147th-Street-Ct-NW-98329/home/3028610,NWMLS as Distributed by MLS Grid,2456772,N,Y,47.3923364,-122.6612082
MLS Listing,,Single Family Residential,12819 171St Street Ct E,Puyallup,WA,98374,539950,3,2.5,Sunrise,1700,7020,1999,3,318,55,Active,,,https://www.redfin.com/WA/Puyallup/12819-171st-Street-Ct-E-98374/home/2932228,NWMLS as Distributed by MLS Grid,2456766,N,Y,47.1003862,-122.2573519
MLS Listing,,Single Family Residential,1128 123rd Street Ct E,Tacoma,WA,98445,499950,3,2.0,Midland,1471,9617,1998,3,340,17,Active,,,https://www.redfin.com/WA/Tacoma/1128-123rd-Street-Ct-E-98445/home/2869758,NWMLS as Distributed by MLS Grid,2456760,N,Y,47.1443163,-122.4134337
MLS Listing,,Mobile/Manufactured Home,4602 62nd Ave E,Puyallup,WA,98371,575000,3,2.0,Puyallup,1616,43560,1991,3,356,,Active,,,https://www.redfin.com/WA/Puyallup/4602-62nd-Ave-E-98371/home/2676937,NWMLS as Distributed by MLS Grid,2456764,N,Y,47.2153535,-122.3477716
MLS Listing,,Mobile/Manufactured Home,7311 Chambers Creek Rd W #37,University Place,WA,98467,74999,2,2.0,Chambers Creek,795,,1970,3,94,,Active,,,https://www.redfin.com/WA/University-Place/7311-Chambers-Creek-Rd-W-98467/unit-37/home/3011669,NWMLS as Distributed by MLS Grid,2456146,N,Y,47.200782,-122.534825
MLS Listing,,Single Family Residential,11906 Golden Given Rd E,Tacoma,WA,98445,775000,4,3.0,Parkland,3214,101495,1963,3,241,,Active,November-23-2025 11:00 AM,November-23-2025 04:00 PM,https://www.redfin.com/WA/Tacoma/11906-Golden-Given-Rd-E-98445/home/2562711,NWMLS as Distributed by MLS Grid,2456675,N,Y,47.1485316,-122.4166079
MLS Listing,,Single Family Residential,2106 187th Street Ct E,Spanaway,WA,98387,599000,5,2.5,Spanaway,3015,5496,2012,3,199,41,Active,November-23-2025 12:00 PM,November-23-2025 02:00 PM,https://www.redfin.com/WA/Spanaway/2106-187th-Street-Ct-E-98387/home/22755576,NWMLS as Distributed by MLS Grid,2456403,N,Y,47.086024,-122.4015091
MLS Listing,,Mobile/Manufactured Home,11918 240th Avenue Ct E,Buckley,WA,98321,425000,3,2.0,Buckley,1416,10999,1986,3,300,,Active,,,https://www.redfin.com/WA/Buckley/11918-240th-Avenue-Ct-E-98321/home/2955970,NWMLS as Distributed by MLS Grid,2455672,N,Y,47.1487873,-122.1094032
MLS Listing,,Condo/Co-op,7788 Skansie Ave,Gig Harbor,WA,98335,435000,2,2.0,Rosedale,1020,,1987,3,426,399,Active,,,https://www.redfin.com/WA/Gig-Harbor/7788-Skansie-Ave-98335/home/3002129,NWMLS as Distributed by MLS Grid,2451460,N,Y,47.32867,-122.60074
MLS Listing,,Condo/Co-op,1515 104th St E,Tacoma,WA,98445,245000,2,1.5,Parkland,1008,2029,1997,3,243,415,Active,,,https://www.redfin.com/WA/Tacoma/1515-104th-St-E-98445/home/2981788,NWMLS as Distributed by MLS Grid,2456471,N,Y,47.1626533,-122.408738
MLS Listing,,Single Family Residential,19111 19th St SW,Lakebay,WA,98349,250000,2,1.5,Lakebay,672,10710,1976,3,372,19,Active,,,https://www.redfin.com/WA/Lakebay/19111-19th-St-SW-98349/home/2943528,NWMLS as Distributed by MLS Grid,2455764,N,Y,47.2404543,-122.7925799
MLS Listing,,Single Family Residential,965 E Brookdale Rd,Tacoma,WA,98445,659900,5,3.0,Brookdale,1500,56628,1942,3,440,,Active,,,https://www.redfin.com/WA/Tacoma/965-Brookdale-Rd-E-98445/home/2569056,NWMLS as Distributed by MLS Grid,2456041,N,Y,47.1360006,-122.4179501
MLS Listing,,Single Family Residential,15209 25th Ave E,Tacoma,WA,98445,485000,4,2.0,Brookdale,1360,6958,1970,3,357,,Active,November-23-2025 01:30 PM,November-23-2025 03:30 PM,https://www.redfin.com/WA/Tacoma/15209-25th-Ave-E-98445/home/2898195,NWMLS as Distributed by MLS Grid,2455074,N,Y,47.1180762,-122.3961598
MLS Listing,,Single Family Residential,17824 128th Ave Ct E,Puyallup,WA,98374,915000,4,3.5,Sunrise,3184,11794,2021,3,287,57,Active,,,https://www.redfin.com/WA/Puyallup/17824-128th-Avenue-Ct-E-98374/home/174538473,NWMLS as Distributed by MLS Grid,2455839,N,Y,47.093465,-122.258831
